geneid	length	log10_length	num_peaks	peak
2845	192050	5.2834143115012	2	1
2886	68982	4.83873578174451	2	1
2888	481147	5.68227778226874	2	1
2891	248508	5.39534037415559	2	1
2895	1944677	6.28884747776114	2	1
2913	889516	5.94915376427966	2	1
2934	128080	5.10748131891124	2	1
2936	42974	4.6332057794944	2	1
2940	74079	4.8696951111278	2	1
2949	26621	4.42522436542584	2	1
2950	41974	4.6229803581834	2	1
2971	86104	4.93502332726755	2	1
2980	90772	4.95795190445934	2	1
2982	191473	5.28210754186745	2	1
3005	25167	4.40083144911623	2	1
3052	216164	5.33478336814101	2	1
3068	20986	4.32192966852652	2	1
3069	63791	4.80475941028775	2	1
3096	255623	5.40759992743509	2	1
3097	378721	5.57831938732642	2	1
3107	133694	5.12611191716952	2	1
3158	36524	4.56257833410867	2	1
3175	431173	5.63465155756332	2	1
3248	285936	5.45626883747443	2	1
3249	42240	4.62572390952576	2	1
3281	636075	5.80350832660088	2	1
3283	116364	5.06581864165778	2	1
3291	43833	4.64180119547392	2	1
3295	173207	5.23856543964404	2	1
3308	99687	4.99863852645228	2	1
3337	16717	4.22315834246034	2	1
3351	1397425	6.14532850853685	2	1
3382	245884	5.39073026953666	2	1
3418	91699	4.96236459960841	2	1
3491	66295	4.82148077494634	2	1
3559	73543	4.86654134183515	2	1
3569	232943	5.36724966431397	2	1
3581	182924	5.26227068953203	2	1
3603	152021	5.18190358501165	2	1
3613	173035	5.23813395728759	2	1
3614	49076	4.69086915778926	2	1
3623	13203	4.12067262328261	2	1
3631	115602	5.06296534776487	2	1
3638	194138	5.28811055123104	2	1
3643	195262	5.29061773332342	2	1
3659	69310	4.84079589884709	2	1
3662	178819	5.25241366186909	2	1
3669	90214	4.95527393943713	2	1
3682	66538	4.82306974270026	2	1
3683	40342	4.60575742504761	2	1
3717	162660	5.21128076796413	2	1
3725	298438	5.47485412087702	2	1
3726	13140	4.11859536522376	2	1
3732	275080	5.43945901566998	2	1
3738	119861	5.07867789669327	2	1
3742	94660	4.97616650013198	2	1
3745	144581	5.16011122423568	2	1
3749	73407	4.86573747567112	2	1
3755	291975	5.46534566710986	2	1
3756	409889	5.61266626351435	2	1
3767	62901	4.79865754991315	2	1
3768	130080	5.11421052824999	2	1
3788	265643	5.42429837623511	2	1
3800	252160	5.40167619580946	2	1
3836	101656	5.00713301691395	2	1
3842	240077	5.38035055551082	2	1
3889	29576	4.47093943756505	2	1
3891	32116	4.50672144924349	2	1
3892	37599	4.57517629438891	2	1
3915	116309	5.0656133217715	2	1
3916	65058	4.81330070815711	2	1
3918	127910	5.10690449893564	2	1
3930	137768	5.1391483537305	2	1
3936	156534	5.19460868315174	2	1
3949	86926	4.93914969552422	2	1
3958	70017	4.84520349872611	2	1
3959	34928	4.54317371836506	2	1
3960	14187	4.15189056873509	2	1
4000	60271	4.78010839722333	2	1
4008	772983	5.88816994270568	2	1
4040	135467	5.13183351319288	2	1
4043	136775	5.13600672344951	2	1
4048	109272	5.0385088920198	2	1
4053	109678	5.04011952240798	2	1
4054	26716	4.4267714347927	2	1
4067	150627	5.17790282644639	2	1
4070	61065	4.78579236143508	2	1
4072	125254	5.09779160400187	2	1
4093	90082	4.95463801981768	2	1
4099	23334	4.3679891935311	2	1
4117	70874	4.850486944246	2	1
4128	552117	5.74203111952291	2	1
4131	295648	5.47077494542915	2	1
4188	73036	4.86353697994934	2	1
4208	902551	5.95547175173313	2	1
4212	626169	5.79669156302188	2	1
4213	106319	5.02661088312914	2	1
4216	284489	5.45406547870417	2	1
4241	107648	5.03200596544578	2	1
4248	65123	4.81373439884422	2	1
4257	350082	5.54416978142587	2	1
4301	118344	5.07314624424274	2	1
4331	128371	5.10846692433665	2	1
4337	268293	5.4286093416953	2	1
4583	52883	4.7233160842705	2	1
4586	124547	5.09533327102036	2	1
4601	97823	4.99044097747389	2	1
4604	145659	5.16333732404491	2	1
4605	68028	4.8326877030386	2	1
4608	25602	4.40827389324296	2	1
4613	175037	5.24312986124263	2	1
4616	30163	4.47947453410262	2	1
4645	398904	5.60086839120886	2	1
4660	207759	5.31755984625001	2	1
4664	241248	5.38246372163214	2	1
4682	40074	4.60286269384838	2	1
4683	49408	4.69379727431962	2	1
4688	81828	4.91290193649226	2	1
4705	299489	5.47638087571688	2	1
4731	47481	4.67651985707928	2	1
4775	97411	4.98860800174062	2	1
4779	31926	4.50414450930837	2	1
4799	61707	4.79033443289768	2	1
4808	104051	5.01724625842938	2	1
4851	103796	5.01618061737178	2	1
4853	199944	5.30090837618153	2	1
4862	296960	5.47269795453877	2	1
4883	102120	5.00911080613221	2	1
4925	99408	4.99742133626904	2	1
4926	80095	4.90360540571987	2	1
4947	138075	5.14011505189572	2	1
4982	222593	5.34751150272477	2	1
4988	566260	5.75301588461289	2	1
5001	169569	5.22934645900852	2	1
5015	310877	5.49258859228256	2	1
5018	109096	5.03780882749234	2	1
5046	231601	5.36474043024341	2	1
5052	26750	4.42732378635725	2	1
5062	77740	4.89064453629525	2	1
5076	189911	5.27855012061351	2	1
5079	273781	5.43740330544343	2	1
5091	114700	5.05956341790127	2	1
5096	204313	5.31029600074231	2	1
5097	120791	5.08203457670276	2	1
5108	111735	5.04818923332991	2	1
5122	360130	5.55645930102074	2	1
5136	505566	5.70377785936276	2	1
5152	227731	5.35742215319995	2	1
5168	231188	5.36396528792741	2	1
5170	45443	4.65746699436755	2	1
5192	42269	4.62602197341172	2	1
5203	150869	5.17860001173039	2	1
5212	184140	5.26514813881547	2	1
5218	551189	5.74130054183322	2	1
5255	194553	5.2890379319961	2	1
5287	54470	4.73615737527313	2	1
5288	312294	5.49456364035597	2	1
5316	98534	4.99358611338616	2	1
5325	139084	5.14327717232577	2	1
5327	65578	4.81675816740793	2	1
5358	405138	5.60760297983214	2	1
5364	41886	4.62206888839004	2	1
5376	522499	5.71808546359668	2	1
5453	421542	5.62484085169985	2	1
5456	1329118	6.12356353961387	2	1
5470	94829	4.97694117081895	2	1
5495	139725	5.14527411828794	2	1
5507	157151	5.19631714891135	2	1
5523	592663	5.77280781504497	2	1
5529	161780	5.20892483108026	2	1
5542	169710	5.22970743346007	2	1
5558	600311	5.77837630136942	2	1
5565	67414	4.82875009670397	2	1
5577	151767	5.18117734945193	2	1
5580	61215	4.78685785382895	2	1
5584	122573	5.08839481567673	2	1
5591	111382	5.0468150119122	2	1
5592	755944	5.87848962434805	2	1
5599	135900	5.13321945673249	2	1
5631	254553	5.40577821972248	2	1
5664	81251	4.90982871478087	2	1
5684	42436	4.62773444073831	2	1
5727	312460	5.49479442842837	2	1
5728	363680	5.5607194183809	2	1
5729	122534	5.08825661085241	2	1
5733	334894	5.52490736673893	2	1
5742	99131	4.99620948721627	2	1
5743	183895	5.26456992117973	2	1
5757	94180	4.9739586861067	2	1
5774	183486	5.26360293314016	2	1
5787	162976	5.21212365449608	2	1
5788	743484	5.87127162681025	2	1
5792	131534	5.11903802737939	2	1
5794	24210	4.38399478944173	2	1
5795	198298	5.2973183340069	2	1
5826	54494	4.73634868740804	2	1
5879	34415	4.53674777388975	2	1
5899	61366	4.78792781573068	2	1
5906	121480	5.08450478324623	2	1
5912	324773	5.51157991700259	2	1
5923	225639	5.35341416632616	2	1
5926	91962	4.96360840778557	2	1
5934	105438	5.02299715941608	2	1
5956	42447	4.62784700130586	2	1
5972	22155	4.34547175436763	2	1
5976	66141	4.82047075681897	2	1
5980	244007	5.38740228542794	2	1
6017	77906	4.89157090653708	2	1
6019	54227	4.73421557862899	2	1
6038	47300	4.67486114073781	2	1
6095	1037639	6.01604628648243	2	1
6096	868404	5.93872181521298	2	1
6119	230864	5.36335621606883	2	1
6188	39178	4.59304226190033	2	1
6196	505945	5.70410330835213	2	1
6197	616506	5.78993730762147	2	1
6252	422374	5.6256971765616	2	1
6277	40551	4.60800156851331	2	1
6278	59858	4.77712220192157	2	1
6280	13525	4.13113727377861	2	1
6304	709597	5.85101177073827	2	1
6337	26841	4.42879869206296	2	1
6375	92596	4.96659222625592	2	1
6383	191665	5.28254281347979	2	1
6419	334069	5.52383617706412	2	1
6451	1349016	6.13001710065078	2	1
6453	251701	5.40088494098984	2	1
6487	156799	5.19534328860437	2	1
6495	107427	5.03111344781909	2	1
6497	72463	4.86011631005286	2	1
6507	288409	5.46000880871504	2	1
6510	54079	4.7330286522661	2	1
6554	56153	4.74937296360089	2	1
6564	147770	5.16958627332191	2	1
6595	857854	5.93341338063456	2	1
6597	110141	5.04194901524051	2	1
6605	49835	4.69753446259696	2	1
6635	116953	5.06801136651914	2	1
6654	177420	5.24900257490976	2	1
6656	378824	5.57843748547745	2	1
6657	591569	5.77200540758029	2	1
6664	1065301	6.02747233469449	2	1
6672	214979	5.3323960383828	2	1
6691	113083	5.05339732144963	2	1
6717	189525	5.27766650531161	2	1
6727	49537	4.694929701828	2	1
6745	132749	5.12303125821966	2	1
6747	191801	5.28285086713782	2	1
6754	231338	5.36424697663061	2	1
6788	317171	5.50129347147111	2	1
6792	166997	5.22270866938023	2	1
6793	138458	5.14131805401789	2	1
6799	27993	4.44704944414778	2	1
6804	27645	4.44161659427476	2	1
6818	23659	4.37399638426233	2	1
6865	70128	4.84589145330988	2	1
6869	301158	5.47879440431453	2	1
6870	646449	5.8105342679755	2	1
6874	261340	5.41720588676433	2	1
6888	21692	4.33629959576342	2	1
6913	522937	5.71844937108448	2	1
6915	20723	4.31645262699666	2	1
6929	118611	5.07412496742431	2	1
6947	97385	4.98849206859418	2	1
6953	229521	5.36082242741961	2	1
6954	121187	5.08345603459038	2	1
6975	95194	4.97860957602093	2	1
6990	105399	5.02283649041598	2	1
7008	70465	4.84797345626457	2	1
7020	115199	5.06144870915345	2	1
7031	16325	4.21285318994711	2	1
7035	442212	5.64563052355041	2	1
7045	105206	5.02204050875865	2	1
7053	139069	5.14323033179387	2	1
7068	826388	5.91718400215675	2	1
7086	94787	4.9767487781038	2	1
7093	96861	4.98614894842144	2	1
7127	118447	5.07352406548137	2	1
7133	52077	4.71664595787633	2	1
7143	653356	5.81514988373502	2	1
7155	197310	5.29514909657892	2	1
7163	281174	5.44897515924046	2	1
7173	456051	5.65901341235758	2	1
7177	13043	4.11537749427912	2	1
7179	519866	5.71589141486533	2	1
7260	553302	5.74296224004497	2	1
7295	100885	5.00382659833305	2	1
7327	53273	4.72650715420476	2	1
7335	86794	4.93848970378298	2	1
7342	149428	5.17443198373187	2	1
7356	94936	4.97743092935702	2	1
7360	148941	5.17301426539982	2	1
7368	579031	5.76270181548657	2	1
7373	358332	5.55428559354949	2	1
7402	763097	5.88257974619499	2	1
7414	115450	5.0623939372532	2	1
7429	85455	4.93173747851236	2	1
7431	126792	5.10309185239855	2	1
7433	100271	5.00117534617025	2	1
7455	52362	4.71901622635036	2	1
7466	99956	4.99980886837592	2	1
7474	344615	5.53733417698737	2	1
7483	95666	4.9807576155614	2	1
7507	109786	5.04054696205942	2	1
7511	1415907	6.15103472883876	2	1
7551	20075	4.30265555395072	2	1
7571	67207	4.82741450970632	2	1
7633	22297	4.34824643385123	2	1
7644	544770	5.73621318335188	2	1
7704	141805	5.15169154420478	2	1
7706	63135	4.8002701848037	2	1
7739	94245	4.97425831877162	2	1
7760	59830	4.77691900284205	2	1
7779	91353	4.96072281399893	2	1
7803	183054	5.26257922329648	2	1
7840	252752	5.40269460080321	2	1
7857	392728	5.59409186590498	2	1
7978	338488	5.52954327678435	2	1
8022	64451	4.80922966010855	2	1
8029	289636	5.46185254105296	2	1
8073	98954	4.9954333543061	2	1
8087	125933	5.10013954932921	2	1
8091	446059	5.64939230642461	2	1
8128	308670	5.48949442194215	2	1
8139	103238	5.01383958249158	2	1
8178	73892	4.86859742156227	2	1
8301	229696	5.36115343231713	2	1
8310	92016	4.96386335025365	2	1
8312	43805	4.64152368467023	2	1
8317	235571	5.37212182552436	2	1
8390	200540	5.30220101060538	2	1
8398	79449	4.90008843524742	2	1
8404	92972	4.9683521735385	2	1
8405	81757	4.91252494703538	2	1
8427	47529	4.67695867692782	2	1
8462	64373	4.80870374919555	2	1
8468	54891	4.73950114279703	2	1
8476	431986	5.63546967222864	2	1
8477	138673	5.1419919110194	2	1
8499	798354	5.9021955055818	2	1
8527	132839	5.123325597609	2	1
8530	261794	5.4179596888276	2	1
8538	311822	5.4939067527436	2	1
8543	777755	5.89084281176458	2	1
8546	292075	5.46549438536554	2	1
8581	28287	4.4515868904569	2	1
8611	79091	4.89812706664917	2	1
8613	715112	5.85437406581888	2	1
8618	485228	5.68594585380755	2	1
8633	367865	5.56568846945671	2	1
8651	9827	3.99242095605202	2	1
8662	55126	4.74135648076239	2	1
8676	95366	4.97939356711217	2	1
8685	155355	5.19132523530239	2	1
8701	258926	5.41317566221388	2	1
8707	1610145	6.20686498774882	2	1
8721	14782	4.16973319794252	2	1
8738	288508	5.4601578601527	2	1
8786	15528	4.19111552238031	2	1
8789	132544	5.12236007287734	2	1
8803	570325	5.75612240915144	2	1
8828	770261	5.88663790913788	2	1
8846	45656	4.6594978595409	2	1
8848	377676	5.57711938779619	2	1
8887	164535	5.21625829553853	2	1
8898	276351	5.44146104045279	2	1
8916	87033	4.93968395377385	2	1
8924	241958	5.38373998601653	2	1
8932	667352	5.82435496635113	2	1
8940	153539	5.18621870771868	2	1
9013	22928	4.36036617305327	2	1
9022	12966	4.11280601726688	2	1
9053	339744	5.53115179567708	2	1
9057	33166	4.520693096401	2	1
9061	270436	5.43206450369222	2	1
9066	79266	4.89908694294477	2	1
9074	19918	4.29924572803494	2	1
9103	40371	4.60606950712899	2	1
9108	183403	5.26340643532958	2	1
9113	51946	4.71555211118463	2	1
9135	75722	4.87922207620424	2	1
9156	124768	5.09610321350789	2	1
9166	109219	5.03829819585389	2	1
9230	24587	4.39070554122637	2	1
9236	157462	5.19717576332248	2	1
9267	200900	5.30297993674825	2	1
9282	254735	5.40608862012096	2	1
9311	14753	4.16888034241364	2	1
9317	330741	5.51948803516183	2	1
9351	17367	4.23972480428647	2	1
9355	163733	5.21413621926254	2	1
9382	33605	4.5264038997368	2	1
9398	75129	4.87580760822786	2	1
9406	526561	5.72144868972633	2	1
9410	67967	4.83229810099186	2	1
9411	188174	5.27455961677148	2	1
9415	44990	4.65311599316557	2	1
9421	131466	5.11881344923925	2	1
9448	385617	5.58615617160903	2	1
9482	277541	5.44332714875053	2	1
9499	40830	4.610979379923	2	1
9501	231346	5.36426199489731	2	1
9516	162037	5.20961419393202	2	1
9518	28503	4.45489057281124	2	1
9520	198047	5.29676826813232	2	1
9537	22507	4.35231761093683	2	1
9550	52986	4.72416113514941	2	1
9556	40444	4.60685410171667	2	1
9604	28011	4.44732861352652	2	1
9615	172095	5.23576825264044	2	1
9643	41935	4.62257664735348	2	1
9662	166267	5.22080606076456	2	1
9674	169607	5.22944377244097	2	1
9701	117836	5.07127799174859	2	1
9717	45935	4.66214372071127	2	1
9725	31916	4.50400845640105	2	1
9734	796266	5.90105817205223	2	1
9742	62054	4.79276978135348	2	1
9749	171906	5.23529103504317	2	1
9766	77849	4.89125303826225	2	1
9790	219261	5.3409613904963	2	1
9791	116042	5.06461520532089	2	1
9805	106231	5.02625126970556	2	1
9817	34789	4.54144194525453	2	1
9825	36725	4.56496180446229	2	1
9833	316639	5.5005644052884	2	1
9842	55876	4.74722530867862	2	1
9856	117300	5.06929801211553	2	1
9857	205189	5.31215407492248	2	1
9861	129093	5.11090269351511	2	1
9862	39311	4.59451409161856	2	1
9889	45462	4.65764853763307	2	1
9897	71320	4.85321133450332	2	1
9899	478510	5.67989101818274	2	1
9926	180225	5.2558150341956	2	1
9966	159867	5.20375882524099	2	1
10019	56944	4.75544797065977	2	1
10044	37087	4.56922170428736	2	1
10048	106948	5.02917266738267	2	1
10057	75063	4.87542591762315	2	1
10059	86989	4.93946433835039	2	1
10060	202660	5.30676803831541	2	1
10075	360809	5.55727736202286	2	1
10102	18045	4.25635688639553	2	1
10123	450869	5.65405037593251	2	1
10125	143951	5.15821468618509	2	1
10128	164961	5.21738128065747	2	1
10130	107713	5.03226812193819	2	1
10135	274266	5.43817197265157	2	1
10141	328383	5.51638066611703	2	1
10144	371510	5.56997050823487	2	1
10146	94873	4.97714263371915	2	1
10149	199670	5.30031281793437	2	1
10154	448204	5.65147572808074	2	1
10170	167973	5.2252394787891	2	1
10184	267404	5.42716789942909	2	1
10207	339584	5.5309472196302	2	1
10226	35570	4.55108386518578	2	1
10236	103060	5.01309013812506	2	1
10237	43117	4.63464853583428	2	1
10257	480017	5.68125661836612	2	1
10261	39488	4.59646513801713	2	1
10265	519481	5.71556966787769	2	1
10274	358310	5.55425892897051	2	1
10290	53175	4.72570749857477	2	1
10331	21658	4.33561834937761	2	1
10336	82534	4.91663289364722	2	1
10345	525301	5.72040822755748	2	1
10361	38695	4.58765485099572	2	1
10365	118721	5.0745275460604	2	1
10427	128776	5.10983493104569	2	1
10434	56385	4.75116358476949	2	1
10438	385051	5.5855182556168	2	1
10458	68825	4.83774622006537	2	1
10478	88705	4.94794810022867	2	1
10505	92161	4.96454717845029	2	1
10519	6320	3.80071707828239	2	1
10521	59955	4.77782540731579	2	1
10523	38154	4.58154007536726	2	1
10549	186069	5.26967402358543	2	1
10551	64131	4.8070680119599	2	1
10555	23389	4.36901165388415	2	1
10584	128112	5.10758981116309	2	1
10620	93627	4.97140110792714	2	1
10637	20199	4.30532986918761	2	1
10651	512057	5.70931830747509	2	1
10671	119871	5.07871412835881	2	1
10793	78995	4.89759960342804	2	1
10815	59044	4.77117577156368	2	1
10840	187889	5.27390135498536	2	1
10865	48700	4.68752896121463	2	1
10890	131074	5.11751655304501	2	1
10904	114995	5.06067895757433	2	1
10906	59731	4.7761997856469	2	1
10914	202617	5.30667588078961	2	1
10916	62275	4.79431373620854	2	1
10949	35846	4.55444070045435	2	1
10972	90292	4.95564927290745	2	1
11021	102432	5.01043565246404	2	1
11033	74218	4.87050924695878	2	1
11034	45555	4.65853605097395	2	1
11044	397111	5.59891191721532	2	1
11046	58117	4.76430318791999	2	1
11069	351921	5.54644518303867	2	1
11075	506956	5.70497026744687	2	1
11108	44337	4.64676630385462	2	1
11122	1414943	6.1507389449599	2	1
11135	30322	4.48175784340849	2	1
11136	120750	5.08188713942355	2	1
11161	41339	4.61635996673407	2	1
11190	51622	4.7128348264794	2	1
11193	56706	4.75362901354952	2	1
11216	70686	4.84933340637372	2	1
11236	44140	4.64483232882564	2	1
11252	143142	5.15576708094342	2	1
11343	162676	5.21132348510405	2	1
11346	89774	4.95315057618295	2	1
22832	381145	5.58109022690901	2	1
22847	528242	5.72283292856928	2	1
22861	291094	5.46403325389726	2	1
22865	379823	5.5795812596918	2	1
22898	143529	5.15693965903188	2	1
22900	68333	4.83463048782126	2	1
22937	66157	4.82057580318013	2	1
22949	53302	4.72674350494905	2	1
22979	98367	4.99284942646361	2	1
22985	36455	4.56175710257136	2	1
23033	98445	4.9931936633126	2	1
23042	59266	4.77280561668478	2	1
23046	119529	5.07747328613784	2	1
23057	212886	5.3281471019143	2	1
23060	177058	5.24811555423654	2	1
23062	48829	4.68867783018359	2	1
23063	169369	5.22883392334441	2	1
23082	18894	4.27632391102019	2	1
23085	391609	5.59285266424811	2	1
23099	123097	5.09024746885884	2	1
23101	128247	5.10804721472979	2	1
23122	250121	5.39815015634964	2	1
23129	94155	4.97384338770639	2	1
23175	534452	5.7279087066052	2	1
23185	149369	5.17426047347731	2	1
23191	130327	5.11503439833951	2	1
23198	169304	5.22866721893236	2	1
23205	52087	4.71672934455181	2	1
23215	169143	5.22825402917526	2	1
23223	62777	4.79780055770718	2	1
23240	229057	5.35994356838855	2	1
23248	77234	4.88780852781962	2	1
23281	640350	5.80641741385963	2	1
23287	643922	5.80883326328964	2	1
23291	384339	5.58471445582895	2	1
23316	254265	5.40528658293233	2	1
23333	188108	5.27440726594897	2	1
23336	119394	5.07698250240168	2	1
23338	129727	5.11303037493273	2	1
23361	65878	4.81874040588708	2	1
23362	626028	5.7965937580883	2	1
23379	551139	5.74126114389702	2	1
23396	63990	4.80611211016909	2	1
23400	47250	4.67440181284528	2	1
23403	42063	4.6239002440275	2	1
23406	92403	4.9656860714614	2	1
23420	51251	4.70970234368379	2	1
23431	214068	5.33055175154433	2	1
23434	78843	4.89676314095822	2	1
23462	183760	5.26425098218697	2	1
23509	34959	4.54355900117366	2	1
23530	415848	5.618934617107	2	1
23541	17020	4.23095955574857	2	1
23552	234980	5.37103089946633	2	1
23554	360527	5.55693779474732	2	1
23560	68436	4.83528461763273	2	1
23604	130029	5.11404022257921	2	1
23637	92080	4.96416531062173	2	1
23641	119942	5.07897128630368	2	1
23659	18860	4.27554168840131	2	1
23678	133048	5.1240083505485	2	1
23761	67146	4.82702014612357	2	1
23764	51217	4.70941413638148	2	1
23784	630817	5.79990338869413	2	1
25782	195710	5.29161301693988	2	1
25793	176631	5.24706692770946	2	1
25800	31256	4.49493339821673	2	1
25816	151655	5.18085673338465	2	1
25831	222501	5.34733196719788	2	1
25832	289617	5.46182405058279	2	1
25875	27922	4.44594652275683	2	1
25878	323404	5.50974538714486	2	1
25885	139444	5.14439983217001	2	1
25886	66493	4.82277592768825	2	1
25914	258402	5.41229587072244	2	1
25924	394042	5.59554251470909	2	1
25946	33446	4.52434418542812	2	1
25961	35559	4.55094953912077	2	1
25976	128603	5.10925109975655	2	1
26085	24788	4.39424148747764	2	1
26136	134889	5.12997653503822	2	1
26138	500342	5.6992669602143	2	1
26151	7239	3.85967857662845	2	1
26238	214738	5.33190890391471	2	1
26240	134660	5.12923861013193	2	1
26266	43186	4.63534298042221	2	1
26269	105962	5.02515014687667	2	1
26272	259777	5.41460069710167	2	1
26278	233675	5.36861225136176	2	1
26353	160894	5.20653984885057	2	1
26762	72935	4.8629359872909	2	1
27010	930573	5.96875044759428	2	1
27063	140681	5.14823544674285	2	1
27091	331043	5.51988440903197	2	1
27101	73174	4.86435679605357	2	1
27109	45298	4.65607902744024	2	1
27127	99842	4.99931327206055	2	1
27132	26183	4.41801940572894	2	1
27147	116260	5.06543031862037	2	1
27184	417800	5.62096843564429	2	1
27185	144932	5.1611642853268	2	1
27235	112874	5.05259391573436	2	1
27303	1085696	6.03570823777156	2	1
27327	191784	5.28281237237814	2	1
27328	1147581	6.05978334920845	2	1
27334	211630	5.32557723194042	2	1
27445	744352	5.87177835961287	2	1
28231	52680	4.72164576628975	2	1
28977	63784	4.8047117510853	2	1
28992	41112	4.61396860467712	2	1
29035	609290	5.78482405030491	2	1
29071	166634	5.22176361955488	2	1
29072	197502	5.29557149785902	2	1
29079	97785	4.99027224009587	2	1
29091	1097005	6.04020860703457	2	1
29103	181955	5.25996399420406	2	1
29104	223807	5.34987366581088	2	1
29107	137919	5.13962409958232	2	1
29128	33647	4.526946348158	2	1
29796	35626	4.55176706356777	2	1
29841	100054	5.00023445572288	2	1
29923	33407	4.52383747707649	2	1
29937	75213	4.8762929116065	2	1
29949	61561	4.78930566591829	2	1
29954	34644	4.53962802992835	2	1
29957	143383	5.15649766288093	2	1
30011	376010	5.57519939515922	2	1
30812	48730	4.68779641138129	2	1
30819	93524	4.97092307322626	2	1
30846	33286	4.52226160884539	2	1
50809	162456	5.21073575580886	2	1
50810	81402	4.91063507538421	2	1
51020	272933	5.43605604886686	2	1
51046	392149	5.59345111187439	2	1
51070	26855	4.42902515671152	2	1
51074	111369	5.04676432007898	2	1
51092	34170	4.53364497879876	2	1
51111	85152	4.93019485287129	2	1
51125	109916	5.04106091540747	2	1
51129	23528	4.37158501149901	2	1
51141	424391	5.62776616530522	2	1
51162	74301	4.87099465886905	2	1
51200	38962	4.59064124201228	2	1
51202	86825	4.9386447919828	2	1
51205	109765	5.04046388173505	2	1
51265	74442	4.87181803261155	2	1
51301	220601	5.34360747679636	2	1
51316	124462	5.09503677545277	2	1
51318	70941	4.85089730608998	2	1
51321	112089	5.04956299463152	2	1
51378	78568	4.89524569803456	2	1
51380	52415	4.71945559013257	2	1
51389	43723	4.64070995288304	2	1
51411	38130	4.58126680527367	2	1
51427	115631	5.06307428152469	2	1
51430	107503	5.03142058392852	2	1
51451	100803	5.00347345734818	2	1
51458	81534	4.91133874902481	2	1
51460	167689	5.22450457485424	2	1
51555	474491	5.67622797927668	2	1
51571	235442	5.37188393829167	2	1
51592	265924	5.4247575347637	2	1
51626	76071	4.88121912536015	2	1
51659	43869	4.64215773471423	2	1
51702	34249	4.53464789551247	2	1
51728	43726	4.64073975044381	2	1
51773	150321	5.17701965621592	2	1
51778	94598	4.97588195460321	2	1
51807	68080	4.83301954707653	2	1
53373	49124	4.69129372269336	2	1
53407	236039	5.37298376604406	2	1
53630	47297	4.67483359475969	2	1
54084	52325	4.71870923701072	2	1
54094	289621	5.46183004873183	2	1
54097	67313	4.82809894658723	2	1
54360	96067	4.98257422867617	2	1
54363	625823	5.79645152012294	2	1
54440	52261	4.71817771557743	2	1
54454	1495192	6.17469696469157	2	1
54465	806502	5.90660544870934	2	1
54470	36302	4.55993055244759	2	1
54476	155140	5.19072378710817	2	1
54496	51237	4.70958369325087	2	1
54509	10782	4.03269932749262	2	1
54584	49056	4.69069213317428	2	1
54700	169887	5.23016014729593	2	1
54768	426312	5.62972755751327	2	1
54788	138710	5.14210777173131	2	1
54812	113414	5.0546666678502	2	1
54842	152825	5.18419440446182	2	1
54852	134579	5.12897729691879	2	1
54866	18139	4.25861334080274	2	1
54899	88592	4.94739450616786	2	1
54910	21882	4.34008701369743	2	1
54961	26385	4.42135709851314	2	1
54979	38817	4.58902196758528	2	1
54995	419654	5.62289136701698	2	1
55070	76920	4.88603927556644	2	1
55079	81292	4.91004780848698	2	1
55103	164141	5.21521707495758	2	1
55108	51397	4.71093777032856	2	1
55112	103352	5.0143188852261	2	1
55117	1194309	6.07711670504563	2	1
55140	118046	5.07205127555401	2	1
55187	283325	5.45228489743967	2	1
55195	103172	5.01356184946719	2	1
55197	78304	4.89378394767169	2	1
55198	112994	5.05305538298719	2	1
55205	235148	5.37134128930086	2	1
55213	66047	4.81985309578802	2	1
55224	46609	4.66846978520805	2	1
55230	101142	5.00493153719821	2	1
55240	103893	5.016586287078	2	1
55243	215710	5.33387027882601	2	1
55269	102873	5.01230140498915	2	1
55294	550634	5.74086302426853	2	1
55297	652384	5.81450330123869	2	1
55304	651926	5.81419830184301	2	1
55330	36425	4.56139956044203	2	1
55334	86447	4.93674992640054	2	1
55342	181098	5.25791365410335	2	1
55349	57736	4.76144669228972	2	1
55421	53187	4.72580549473514	2	1
55527	53940	4.73191094211687	2	1
55534	295758	5.47093650075175	2	1
55552	46502	4.66747163182081	2	1
55561	22678	4.3556047509588	2	1
55576	279755	5.44677785732015	2	1
55596	61347	4.78779332964979	2	1
55636	454285	5.65732839711668	2	1
55687	103147	5.01345660116625	2	1
55697	145190	5.16193670524578	2	1
55719	112334	5.05051122355935	2	1
55729	323544	5.50993335040748	2	1
55732	122538	5.08827078773045	2	1
55733	503822	5.70227712757256	2	1
55750	343585	5.53603419544027	2	1
55755	738449	5.86832050671174	2	1
55765	66327	4.82169035440813	2	1
55776	90346	4.95590892926681	2	1
55799	621699	5.79358016880803	2	1
55808	62454	4.79556025891985	2	1
55831	29350	4.46760810558363	2	1
55872	106065	5.02557209629967	2	1
55900	70078	4.84558169873425	2	1
55920	84374	4.92620863861472	2	1
55969	51878	4.7149832248194	2	1
55971	167808	5.22481266133795	2	1
56134	62338	4.79475286462518	2	1
56204	157135	5.19627292987699	2	1
56241	36714	4.56483170358029	2	1
56252	98347	4.99276111663647	2	1
56255	96100	4.98272338766855	2	1
56261	135392	5.1315930036512	2	1
56548	106757	5.02839636109007	2	1
56603	679672	5.83229937894688	2	1
56624	272430	5.4352549303959	2	1
56649	83088	4.91953830525098	2	1
56670	226983	5.35599333171884	2	1
