peak_id	chrom	peak_start	peak_end	peak_midpoint	geneid	gene_symbol	gene_locus_start	gene_locus_end	nearest_tss	dist_to_tss	nearest_tss_gene	nearest_tss_gene_strand
5832	chr10	28009008	28010008	28009508	283078	MKX	27914014	28161285	28034778	25269	283078	-
5159	chr10	27926161	27927161	27926661	283078	MKX	27914014	28161285	28034778	108116	283078	-
5455	chr10	120340636	120341636	120341136	2834	PRLHR	120228501	120434959	120355160	14023	2834	-
5027	chr10	120384715	120385715	120385215	2834	PRLHR	120228501	120434959	120355160	-30054	2834	-
4950	chr10	125510465	125511465	125510965	2849	GPR26	125169816	125538685	125425870	85094	2849	+
5830	chr10	125179333	125180333	125179833	2849	GPR26	125169816	125538685	125425870	-246036	2849	+
4841	chr10	125481123	125482123	125481623	2849	GPR26	125169816	125538685	125425870	55752	2849	+
5048	chr10	125396036	125397036	125396536	2849	GPR26	125169816	125538685	125425870	-29333	2849	+
4982	chr10	125503146	125504146	125503646	2849	GPR26	125169816	125538685	125425870	77775	2849	+
5026	chr10	121076675	121077675	121077175	2869	GRK5	120952772	121127079	121137483	-60307	100616398	+
5130	chr10	61882745	61883745	61883245	288	ANK3	61868307	61897431	61894116	10870	288	-
5612	chr10	62480214	62481214	62480714	288	ANK3	62412936	62515687	62493284	12569	288	-
4891	chr10	61790978	61791978	61791478	288	ANK3	61780520	61841431	61840366	48887	288	-
5594	chr10	61792256	61793256	61792756	288	ANK3	61780520	61841431	61840366	47609	288	-
5212	chr10	61982494	61983494	61982994	288	ANK3	61950077	62058740	61967991	-15002	288	-
5490	chr10	61932746	61933746	61933246	288	ANK3	61916455	61950076	61932161	-1084	288	-
5230	chr10	88162584	88163584	88163084	2894	GRID1	87139930	88178555	88126250	-36833	2894	-
5715	chr10	87375598	87376598	87376098	2894	GRID1	87139930	88178555	87337487	38610	100507470	+
5450	chr10	87928435	87929435	87928935	2894	GRID1	87139930	88178555	88024545	95609	442911	-
5396	chr10	87401733	87402733	87402233	2894	GRID1	87139930	88178555	87337487	64745	100507470	+
5652	chr10	69251782	69252782	69252282	29119	CTNNA3	69055605	69440683	69425416	173133	29119	-
5617	chr10	115341652	115342652	115342152	3026	HABP2	115011394	115350779	115312777	29374	3026	+
5647	chr10	115064222	115065222	115064722	3026	HABP2	115011394	115350779	114889391	175330	6934	+
5258	chr10	115345457	115346457	115345957	3026	HABP2	115011394	115350779	115312777	33179	3026	+
4920	chr10	115348722	115349722	115349222	3026	HABP2	115011394	115350779	115312777	36444	3026	+
5929	chr10	66792860	66793860	66793360	305	ANXA2P3	65933204	67635538	66585284	208075	305	+
5834	chr10	67178859	67179859	67179359	305	ANXA2P3	65933204	67635538	66585284	594074	305	+
5404	chr10	103591071	103592071	103591571	30819	KCNIP2	103584210	103594903	103590195	-1375	30819	-
5309	chr10	103653174	103654174	103653674	30819	KCNIP2	103601645	103677736	103603677	-49996	30819	-
5412	chr10	71092381	71093381	71092881	3098	HK1	71077107	71123820	71078602	14278	3098	+
5096	chr10	71078783	71079783	71079283	3098	HK1	71077107	71123820	71078602	680	3098	+
5322	chr10	71120478	71121478	71120978	3098	HK1	71077107	71123820	71078602	42375	3098	+
5255	chr10	71074575	71076574	71075574	3098	HK1	71052683	71077106	71075609	-34	3098	+
4992	chr10	81965236	81966236	81965736	311	ANXA11	81965382	82007434	81965433	-302	311	-
5522	chr10	81930708	81931708	81931208	311	ANXA11	81928253	81964788	81931076	-131	311	-
5872	chr10	81966516	81967516	81967016	311	ANXA11	81965382	82007434	81967465	-448	439990	+
5241	chr10	124888769	124889769	124889269	3167	HMX2	124838034	124910698	124895566	-6296	340784	+
5784	chr10	102896662	102897662	102897162	3195	TLX1	102890983	102939889	102891060	6101	3195	+
5479	chr10	100241199	100242199	100241699	3257	HPS1	100201118	100601162	100206704	-34994	3257	-
5585	chr10	92258608	92259608	92259108	3363	HTR7	92057408	92624572	92617671	358562	3363	-
5124	chr10	92472493	92473493	92472993	3363	HTR7	92057408	92624572	92617671	144677	3363	-
5900	chr10	92166602	92167602	92167102	3363	HTR7	92057408	92624572	92617671	450568	3363	-
5620	chr10	92079005	92080005	92079505	3363	HTR7	92057408	92624572	91589249	490255	643529	+
5226	chr10	4567065	4568065	4567565	338588	LINC00705	4262911	4709305	4698347	-130781	338588	+
5332	chr10	4703634	4704634	4704134	338588	LINC00705	4262911	4709305	4698347	5786	338588	+
4864	chr10	4321574	4322574	4322074	338588	LINC00705	4262911	4709305	4698347	-376272	338588	+
5664	chr10	4479593	4480593	4480093	338588	LINC00705	4262911	4709305	4698347	-218253	338588	+
5787	chr10	4492445	4493445	4492945	338588	LINC00705	4262911	4709305	4698347	-205401	338588	+
5145	chr10	17429478	17430478	17429978	338596	ST8SIA6	17383765	17577814	17428934	1043	100128098	+
5502	chr10	17507431	17508431	17507931	338596	ST8SIA6	17383765	17577814	17496254	-11676	338596	-
5797	chr10	17390454	17391454	17390954	338596	ST8SIA6	17383765	17577814	17428934	-37979	100128098	+
4853	chr10	17487381	17488381	17487881	338596	ST8SIA6	17383765	17577814	17496254	8372	338596	-
5427	chr10	17491767	17492767	17492267	338596	ST8SIA6	17383765	17577814	17496254	3986	338596	-
5233	chr10	76822070	76823070	76822570	338599	DUPD1	76708357	76838760	76818272	-4297	338599	-
4914	chr10	115998662	115999662	115999162	340706	VWA2	115981083	116030121	115999012	149	340706	+
5724	chr10	120766026	120767026	120766526	340719	NANOS1	120651994	120799362	120789227	-22700	340719	+
5514	chr10	120721552	120722552	120722052	340719	NANOS1	120651994	120799362	120789227	-67174	340719	+
5941	chr10	120759912	120760912	120760412	340719	NANOS1	120651994	120799362	120789227	-28814	340719	+
5906	chr10	120712706	120713706	120713206	340719	NANOS1	120651994	120799362	120789227	-76020	340719	+
4902	chr10	135764	136764	136264	347688	TUBB8	60001	137801	95178	-41085	347688	-
4947	chr10	133985	134985	134485	347688	TUBB8	60001	137801	95178	-39306	347688	-
5288	chr10	130150	131150	130650	347688	TUBB8	60001	137801	95178	-35471	347688	-
5675	chr10	68017291	68018291	68017791	347731	LRRTM3	67635539	69055604	68685791	-667999	347731	+
5250	chr10	68776584	68777584	68777084	347731	LRRTM3	67635539	69055604	68685791	91292	347731	+
5837	chr10	68912693	68913693	68913193	347731	LRRTM3	67635539	69055604	68685791	227401	347731	+
5729	chr10	68862274	68863274	68862774	347731	LRRTM3	67635539	69055604	68685791	176982	347731	+
5042	chr10	68385687	68386687	68386187	347731	LRRTM3	67635539	69055604	68685791	-299603	347731	+
5480	chr10	68283093	68284093	68283593	347731	LRRTM3	67635539	69055604	68685791	-402197	347731	+
5361	chr10	67645421	67646421	67645921	347731	LRRTM3	67635539	69055604	68685791	-1039869	347731	+
5152	chr10	68874368	68875368	68874868	347731	LRRTM3	67635539	69055604	68685791	189076	347731	+
5394	chr10	67650667	67651667	67651167	347731	LRRTM3	67635539	69055604	68685791	-1034623	347731	+
5934	chr10	6095602	6096602	6096102	3559	IL2RA	6086131	6117610	6104333	8230	3559	-
5750	chr10	6064747	6065747	6065247	3559	IL2RA	6044066	6086130	6067988	2740	3559	-
5668	chr10	134418992	134419992	134419492	3632	INPP5A	134386386	134510478	134421418	-1925	3632	+
4974	chr10	134385308	134386308	134385808	3632	INPP5A	134305034	134386385	134351352	34455	3632	+
5374	chr10	134330214	134331214	134330714	3632	INPP5A	134305034	134386385	134351352	-20637	3632	+
5570	chr10	134404283	134405283	134404783	3632	INPP5A	134386386	134510478	134421418	-16634	3632	+
5350	chr10	134362748	134363748	134363248	3632	INPP5A	134305034	134386385	134351352	11895	3632	+
5193	chr10	134346690	134347690	134347190	3632	INPP5A	134305034	134386385	134351352	-4161	3632	+
5107	chr10	134498708	134499708	134499208	3632	INPP5A	134386386	134510478	134421418	77789	3632	+
5260	chr10	134368604	134369604	134369104	3632	INPP5A	134305034	134386385	134351352	17751	3632	+
5082	chr10	134370298	134371298	134370798	3632	INPP5A	134305034	134386385	134351352	19445	3632	+
5025	chr10	134306665	134307665	134307165	3632	INPP5A	134305034	134386385	134351352	-44186	3632	+
5101	chr10	134352552	134353552	134353052	3632	INPP5A	134305034	134386385	134351352	1699	3632	+
5928	chr10	134487721	134488721	134488221	3632	INPP5A	134386386	134510478	134421418	66802	3632	+
5566	chr10	33355486	33356486	33355986	3688	ITGB1	33247059	33435531	33247293	-108692	3688	-
5431	chr10	33330564	33331564	33331064	3688	ITGB1	33247059	33435531	33247293	-83770	3688	-
5426	chr10	33298693	33299693	33299193	3688	ITGB1	33247059	33435531	33247293	-51899	3688	-
4874	chr10	7742121	7743121	7742621	3698	ITIH2	7727086	7787590	7745235	-2613	3698	+
4845	chr10	115686767	115687767	115687267	374354	NHLRC2	115629215	115723907	115644009	43257	374354	+
4957	chr10	115717999	115718999	115718499	374354	NHLRC2	115629215	115723907	115644009	74489	374354	+
5253	chr10	115652875	115653875	115653375	374354	NHLRC2	115629215	115723907	115644009	9365	374354	+
4844	chr10	115681455	115682455	115681955	374354	NHLRC2	115629215	115723907	115644009	37945	374354	+
5943	chr10	79371143	79372143	79371643	3778	KCNMA1	79254049	79488692	79397577	25933	3778	-
5328	chr10	78923488	78924488	78923988	3778	KCNMA1	78906697	79026905	78943290	19301	3778	-
5885	chr10	78731340	78732340	78731840	3778	KCNMA1	78206311	78906696	78870101	138260	3778	-
5286	chr10	79239578	79240578	79240078	3778	KCNMA1	79026906	79254048	79110519	-129558	3778	-
5316	chr10	79366305	79367305	79366805	3778	KCNMA1	79254049	79488692	79397577	30771	3778	-
5952	chr10	79190518	79191518	79191018	3778	KCNMA1	79026906	79254048	79110519	-80498	3778	-
5910	chr10	79245366	79246366	79245866	3778	KCNMA1	79026906	79254048	79110519	-135346	3778	-
5627	chr10	79131340	79132340	79131840	3778	KCNMA1	79026906	79254048	79110519	-21320	3778	-
5505	chr10	79130107	79131107	79130607	3778	KCNMA1	79026906	79254048	79110519	-20087	3778	-
5080	chr10	79047218	79048218	79047718	3778	KCNMA1	79026906	79254048	79110519	62800	3778	-
5488	chr10	79480470	79481470	79480970	3778	KCNMA1	79254049	79488692	79397577	-83392	3778	-
5902	chr10	79314528	79315528	79315028	3778	KCNMA1	79254049	79488692	79397577	82548	3778	-
4999	chr10	79342025	79343025	79342525	3778	KCNMA1	79254049	79488692	79397577	55051	3778	-
5562	chr10	78993028	78994028	78993528	3778	KCNMA1	78906697	79026905	78943290	-50237	3778	-
5397	chr10	79176195	79177836	79177015	3778	KCNMA1	79026906	79254048	79110519	-66495	3778	-
4869	chr10	79169493	79170493	79169993	3778	KCNMA1	79026906	79254048	79110519	-59473	3778	-
5100	chr10	78733367	78734367	78733867	3778	KCNMA1	78206311	78906696	78870101	136233	3778	-
5940	chr10	32325590	32326590	32326090	3799	KIF5B	32281572	32490742	32345371	19280	3799	-
4922	chr10	32486193	32487193	32486693	3799	KIF5B	32281572	32490742	32345371	-141321	3799	-
5677	chr10	32427401	32428401	32427901	3799	KIF5B	32281572	32490742	32345371	-82529	3799	-
5962	chr10	32383798	32384798	32384298	3799	KIF5B	32281572	32490742	32345371	-38926	3799	-
4966	chr10	32394581	32395581	32395081	3799	KIF5B	32281572	32490742	32345371	-49709	3799	-
5372	chr10	27276469	27277469	27276969	387644	LINC00202-1	27190446	27300019	27230930	-46038	387644	-
5759	chr10	27208274	27209274	27208774	387644	LINC00202-1	27190446	27300019	27230930	22155	387644	-
4988	chr10	27270757	27271757	27271257	387644	LINC00202-1	27190446	27300019	27230930	-40326	387644	-
5380	chr10	27293116	27294116	27293616	387644	LINC00202-1	27190446	27300019	27230930	-62685	387644	-
5844	chr10	29646804	29647804	29647304	387647	PTCHD3P1	29638237	29698491	29698482	-51177	387647	+
5552	chr10	82369246	82370246	82369746	387694	SH2D4B	82331955	82383043	82363334	6411	387694	+
5168	chr10	82726065	82727829	82726947	387694	SH2D4B	82383044	83018910	82402751	324195	387694	+
5873	chr10	82875535	82876535	82876035	387694	SH2D4B	82383044	83018910	82402751	473283	387694	+
5456	chr10	82258264	82259264	82258764	387694	SH2D4B	82255848	82299116	82297657	-38892	387694	+
5300	chr10	82723674	82724674	82724174	387694	SH2D4B	82383044	83018910	82402751	321422	387694	+
5616	chr10	127334681	127335681	127335181	387718	TEX36	127317327	127389898	127371713	36531	387718	-
5317	chr10	127383295	127384295	127383795	387718	TEX36	127317327	127389898	127371811	11983	283038	+
5099	chr10	127322452	127323452	127322952	387718	TEX36	127317327	127389898	127371713	48760	387718	-
5305	chr10	127378981	127379981	127379481	387718	TEX36	127317327	127389898	127371811	7669	283038	+
5852	chr10	116310847	116311847	116311347	3983	ABLIM1	116311023	116389886	116335358	24010	3983	-
5070	chr10	116406849	116407849	116407349	3983	ABLIM1	116389887	116486217	116418058	10708	3983	-
5880	chr10	116507624	116508624	116508124	3983	ABLIM1	116486218	116554761	116528019	19894	3983	-
5113	chr10	116383222	116384222	116383722	3983	ABLIM1	116311023	116389886	116392100	8377	3983	-
4919	chr10	116352975	116353975	116353475	3983	ABLIM1	116311023	116389886	116335358	-18116	3983	-
5384	chr10	116412337	116413337	116412837	3983	ABLIM1	116389887	116486217	116418058	5220	3983	-
4926	chr10	116267077	116268077	116267577	3983	ABLIM1	116225601	116311022	116251637	-15939	3983	-
5690	chr10	90994497	90995497	90994997	3988	LIPA	90975330	90997624	90985006	-9990	3988	-
5751	chr10	91021851	91022851	91022351	3988	LIPA	90997625	91036683	91011660	-10690	3988	-
5429	chr10	90984660	90985660	90985160	3988	LIPA	90975330	90997624	90985006	-153	3988	-
5819	chr10	7997895	7998895	7998395	399717	GATA3-AS1	7962753	8095430	8095447	97051	399717	-
4887	chr10	7987493	7988493	7987993	399717	GATA3-AS1	7962753	8095430	8095447	107453	399717	-
5215	chr10	8008605	8009605	8009105	399717	GATA3-AS1	7962753	8095430	8095447	86341	399717	-
5964	chr10	99621245	99622245	99621745	401647	GOLGA7B	99570877	99653059	99609994	11750	401647	+
4839	chr10	104470144	104471144	104470644	403	ARL3	104439222	104474244	104474190	3545	403	-
5822	chr10	82010907	82011907	82011407	4143	MAT1A	82007435	82076967	82049434	38026	4143	-
5062	chr10	82050413	82051413	82050913	4143	MAT1A	82007435	82076967	82049434	-1478	4143	-
5325	chr10	82040588	82041588	82041088	4143	MAT1A	82007435	82076967	82049434	8345	4143	-
5912	chr10	54401685	54402685	54402185	4153	MBL2	54302751	55546256	54531460	129274	4153	-
5711	chr10	54943580	54944580	54944080	4153	MBL2	54302751	55546256	54531460	-412619	4153	-
5268	chr10	54789060	54790060	54789560	4153	MBL2	54302751	55546256	54531460	-258099	4153	-
5513	chr10	54792039	54793039	54792539	4153	MBL2	54302751	55546256	54531460	-261078	4153	-
5586	chr10	131507925	131508925	131508425	4255	MGMT	130594962	131513772	131641638	133212	100422873	-
5265	chr10	130834871	130835871	130835371	4255	MGMT	130594962	131513772	131265453	-430081	4255	+
5393	chr10	131213704	131214704	131214204	4255	MGMT	130594962	131513772	131265453	-51248	4255	+
4981	chr10	129893128	129894128	129893628	4288	MKI67	129884917	129924244	129924020	30391	4288	-
5054	chr10	129992726	129993726	129993226	4288	MKI67	129924245	130594961	129924468	-68757	4288	-
5709	chr10	130349419	130350419	130349919	4288	MKI67	129924245	130594961	129924468	-425450	4288	-
5930	chr10	130407299	130408299	130407799	4288	MKI67	129924245	130594961	129924468	-483330	4288	-
4973	chr10	130339187	130340187	130339687	4288	MKI67	129924245	130594961	129924468	-415218	4288	-
5391	chr10	51548506	51549506	51549006	4477	MSMB	51517941	51557330	51549552	-545	4477	+
4976	chr10	51530718	51531718	51531218	4477	MSMB	51517941	51557330	51549552	-18333	4477	+
5238	chr10	51534980	51535980	51535480	4477	MSMB	51517941	51557330	51549552	-14071	4477	+
5421	chr10	51519180	51520180	51519680	4477	MSMB	51517941	51557330	51549552	-29871	4477	+
5370	chr10	51541012	51542012	51541512	4477	MSMB	51517941	51557330	51549552	-8039	4477	+
4851	chr10	51547040	51548040	51547540	4477	MSMB	51517941	51557330	51549552	-2011	4477	+
5701	chr10	51555116	51556116	51555616	4477	MSMB	51517941	51557330	51549552	6063	4477	+
5414	chr10	111941234	111942234	111941734	4601	MXI1	111925071	111968675	111967362	-25627	4601	+
5776	chr10	111927937	111928937	111928437	4601	MXI1	111925071	111968675	111967362	-38924	4601	+
5386	chr10	115409249	115410249	115409749	4892	NRAP	115406294	115431370	115423829	14079	4892	-
5411	chr10	125996614	125997614	125997114	4942	OAT	125980364	126128965	126107545	110430	4942	-
5037	chr10	126074397	126075397	126074897	4942	OAT	125980364	126128965	126107545	32647	4942	-
5227	chr10	126028084	126029084	126028584	4942	OAT	125980364	126128965	126107545	78960	4942	-
5208	chr10	126030067	126031067	126030567	4942	OAT	125980364	126128965	126107545	76977	4942	-
5783	chr10	74861973	74862973	74862473	5033	P4HA1	74785622	74863471	74856732	-5740	5033	-
5419	chr10	71344080	71345080	71344580	50674	NEUROG3	71272175	71361562	71333210	-11369	50674	-
5182	chr10	102588732	102589732	102589232	5076	PAX2	102507039	102590467	102508608	80623	5076	+
5357	chr10	102469499	102470499	102469999	5076	PAX2	102400555	102507038	102505467	-35467	5076	+
4944	chr10	7909846	7910846	7910346	509	ATP5C1	7830019	7962752	7860466	49879	83860	+
4998	chr10	74003947	74004947	74004447	51008	ASCC1	73975923	74004858	73976892	-27554	51008	-
5472	chr10	73930609	73931609	73931109	51008	ASCC1	73906037	73969488	73963282	32172	51008	-
5387	chr10	74001329	74002329	74001829	51008	ASCC1	73975923	74004858	73976892	-24936	51008	-
5693	chr10	95786547	95787547	95787047	51196	PLCE1	95737710	95801287	95790439	-3391	51196	+
5314	chr10	95817881	95818881	95818381	51196	PLCE1	95801288	95946717	95790439	27941	51196	+
5115	chr10	95776430	95777430	95776930	51196	PLCE1	95737710	95801287	95790439	-13508	51196	+
5812	chr10	76858702	76859702	76859202	51207	DUSP13	76838761	76864109	76859248	45	51207	-
5266	chr10	28788761	28789761	28789261	51322	WAC	28706712	28821925	28821283	32021	220906	-
4850	chr10	28784619	28785619	28785119	51322	WAC	28706712	28821925	28821283	36163	220906	-
5355	chr10	28766561	28767561	28767061	51322	WAC	28706712	28821925	28821283	54221	220906	-
5635	chr10	125795125	125796125	125795625	51363	CHST15	125753011	125829085	125851940	56314	51363	-
5687	chr10	125823237	125824237	125823737	51363	CHST15	125753011	125829085	125851940	28202	51363	-
5364	chr10	125852676	125853676	125853176	51363	CHST15	125852569	125980363	125853123	-52	51363	-
5899	chr10	125824508	125825508	125825008	51363	CHST15	125753011	125829085	125851940	26931	51363	-
5175	chr10	125815938	125816938	125816438	51363	CHST15	125753011	125829085	125851940	35501	51363	-
5588	chr10	125863206	125864206	125863706	51363	CHST15	125852569	125980363	125853123	-10582	51363	-
5346	chr10	95412417	95413417	95412917	5146	PDE6C	95366670	95416220	95372344	40572	5146	+
4847	chr10	5538221	5539221	5538721	51806	CALML5	5515040	5554228	5541533	2811	51806	-
4990	chr10	5529869	5530869	5530369	51806	CALML5	5515040	5554228	5541533	11163	51806	-
5229	chr10	5545160	5546160	5545660	51806	CALML5	5515040	5554228	5541533	-4126	51806	-
5077	chr10	5535365	5536365	5535865	51806	CALML5	5515040	5554228	5541533	5667	51806	-
5088	chr10	6404978	6405978	6405478	5209	PFKFB3	6255476	6411609	6319649	85828	399715	+
5039	chr10	6345755	6346755	6346255	5209	PFKFB3	6255476	6411609	6319649	26605	399715	+
5030	chr10	6196395	6197395	6196895	5209	PFKFB3	6171485	6215841	6194225	-2669	100628560	-
4878	chr10	6339616	6340616	6340116	5209	PFKFB3	6255476	6411609	6319649	20466	399715	+
5150	chr10	6343125	6344125	6343625	5209	PFKFB3	6255476	6411609	6319649	23975	399715	+
5246	chr10	6407077	6408077	6407577	5209	PFKFB3	6255476	6411609	6319649	87927	399715	+
5762	chr10	6242320	6243320	6242820	5209	PFKFB3	6215842	6255475	6244839	-2018	5209	+
4993	chr10	6194931	6195931	6195431	5209	PFKFB3	6171485	6215841	6194225	-1205	100628560	-
5063	chr10	6321091	6322091	6321591	5209	PFKFB3	6255476	6411609	6319649	1941	399715	+
5738	chr10	3137180	3138180	3137680	5214	PFKP	3129158	3148417	3146884	-9203	5214	+
5489	chr10	22970295	22971295	22970795	5305	PIP4K2A	22818963	23110228	23003503	32707	5305	-
5294	chr10	23015488	23016488	23015988	5305	PIP4K2A	22818963	23110228	23003503	-12484	5305	-
5847	chr10	22923252	22924252	22923752	5305	PIP4K2A	22818963	23110228	22880710	-43041	5305	-
5034	chr10	22872303	22873303	22872803	5305	PIP4K2A	22818963	23110228	22880710	7906	5305	-
5468	chr10	22969172	22970172	22969672	5305	PIP4K2A	22818963	23110228	23003503	33830	5305	-
4927	chr10	22971913	22972913	22972413	5305	PIP4K2A	22818963	23110228	23003503	31089	5305	-
5598	chr10	22887083	22888083	22887583	5305	PIP4K2A	22818963	23110228	22880710	-6872	5305	-
5012	chr10	22921595	22922595	22922095	5305	PIP4K2A	22818963	23110228	22880710	-41384	5305	-
5742	chr10	103995094	103996094	103995594	5309	PITX3	103993688	104003245	104001231	5636	5309	-
5274	chr10	75652952	75653952	75653452	5328	PLAU	75652603	75670889	75670861	-17408	5328	+
5149	chr10	43851057	43852057	43851557	53828	FXYD4	43814730	43879685	43867091	-15533	53828	+
5669	chr10	43845198	43846198	43845698	53828	FXYD4	43814730	43879685	43867091	-21392	53828	+
5444	chr10	43849322	43850322	43849822	53828	FXYD4	43814730	43879685	43867091	-17268	53828	+
5069	chr10	43858667	43859667	43859167	53828	FXYD4	43814730	43879685	43867091	-7923	53828	+
5038	chr10	43870702	43871702	43871202	53828	FXYD4	43814730	43879685	43867091	4110	53828	+
5304	chr10	86114048	86115048	86114548	54462	CCSER2	86046610	86121009	86088409	26138	54462	+
5584	chr10	86121578	86122578	86122078	54462	CCSER2	86121010	87139929	86153608	-31529	54462	+
5248	chr10	86693611	86694611	86694111	54462	CCSER2	86121010	87139929	86184694	509416	54462	+
5343	chr10	86991742	86992742	86992242	54462	CCSER2	86121010	87139929	87337487	-345244	100507470	+
5213	chr10	86392286	86393286	86392786	54462	CCSER2	86121010	87139929	86184694	208091	54462	+
5567	chr10	86767994	86768994	86768494	54462	CCSER2	86121010	87139929	87337487	-568992	100507470	+
5869	chr10	5902918	5903918	5903418	54522	ANKRD16	5880880	5918890	5931534	-28115	84893	+
5651	chr10	94651796	94652796	94652296	54536	EXOC6	94648161	94697691	94688095	-35798	54536	+
5625	chr10	94559594	94560594	94560094	54536	EXOC6	94522076	94601347	94590934	-30839	54536	+
5471	chr10	94653465	94654465	94653965	54536	EXOC6	94648161	94697691	94688095	-34129	54536	+
4963	chr10	94650542	94651542	94651042	54536	EXOC6	94648161	94697691	94688095	-37052	54536	+
5660	chr10	88854700	88855700	88855200	54537	FAM35A	88854789	88886378	88854952	247	54537	+
5734	chr10	74020898	74021898	74021398	54541	DDIT4	74004859	74074292	74033676	-12277	54541	+
5743	chr10	74069690	74070690	74070190	54541	DDIT4	74004859	74074292	74033676	36513	54541	+
5957	chr10	74025489	74026489	74025989	54541	DDIT4	74004859	74074292	74033676	-7686	54541	+
5378	chr10	74032046	74033046	74032546	54541	DDIT4	74004859	74074292	74033676	-1129	54541	+
5615	chr10	126581641	126582641	126582141	54764	ZRANB1	126560523	126662637	126628971	-46829	54764	+
5176	chr10	74091022	74092022	74091522	54788	DNAJB12	74074293	74213003	74114907	23384	54788	-
5632	chr10	74082608	74083608	74083108	54788	DNAJB12	74074293	74213003	74114907	31798	54788	-
5821	chr10	104748396	104749396	104748896	54805	CNNM2	104653662	104815585	104678074	70821	54805	+
5572	chr10	104722690	104723690	104723190	54805	CNNM2	104653662	104815585	104678074	45115	54805	+
5945	chr10	104740045	104741045	104740545	54805	CNNM2	104653662	104815585	104678074	62470	54805	+
5207	chr10	104682732	104683732	104683232	54805	CNNM2	104653662	104815585	104678074	5157	54805	+
5631	chr10	104559670	104560670	104560170	54838	WBP1L	104519808	104566589	104535887	24282	54838	+
5708	chr10	104524362	104525362	104524862	54838	WBP1L	104519808	104566589	104535887	-11024	54838	+
5097	chr10	104516918	104517918	104517418	54838	WBP1L	104490047	104519807	104503726	13691	54838	+
5116	chr10	104533776	104534776	104534276	54838	WBP1L	104519808	104566589	104535887	-1610	54838	+
5874	chr10	104528806	104529806	104529306	54838	WBP1L	104519808	104566589	104535887	-6580	54838	+
5244	chr10	5726867	5727867	5727367	54906	FAM208B	5717680	5749767	5726800	566	54906	+
5510	chr10	93430941	93431941	93431441	5507	PPP1R3C	93318353	93475504	93392858	-38582	5507	-
5780	chr10	93386380	93387380	93386880	5507	PPP1R3C	93318353	93475504	93392858	5977	5507	-
5548	chr10	115859653	115860653	115860153	55088	C10orf118	115854091	115919370	115904375	44221	55088	-
5595	chr10	28196934	28197934	28197434	55130	ARMC4	28161286	28287884	28270846	73411	55130	-
4971	chr10	12191870	12192870	12192370	55176	SEC61A2	12141287	12204800	12171639	20730	55176	+
5058	chr10	73093584	73094584	73094084	55315	SLC29A3	73080762	73119608	73079009	15074	55315	+
5691	chr10	73102817	73103817	73103317	55315	SLC29A3	73080762	73119608	73079009	24307	55315	+
5621	chr10	73096580	73097580	73097080	55315	SLC29A3	73080762	73119608	73079009	18070	55315	+
5955	chr10	73098100	73099100	73098600	55315	SLC29A3	73080762	73119608	73079009	19590	55315	+
5072	chr10	73099343	73100343	73099843	55315	SLC29A3	73080762	73119608	73079009	20833	55315	+
5897	chr10	90199403	90200403	90199903	55328	RNLS	89964238	90324181	90305279	105375	55328	-
5772	chr10	90233910	90234910	90234410	55328	RNLS	89964238	90324181	90305279	70868	55328	-
4935	chr10	90145014	90146014	90145514	55328	RNLS	89964238	90324181	90305279	159764	55328	-
5653	chr10	99408417	99409417	99408917	55361	PI4K2A	99405571	99428661	99410697	-1779	55361	+
5547	chr10	47101447	47102447	47101947	5540	NPY4R	47038540	47108685	47083533	18413	5540	+
4873	chr10	43605908	43606908	43606408	55454	CSGALNACT2	43603226	43679560	43600363	6044	5979	+
5032	chr10	71840876	71841876	71841376	55506	H2AFY2	71698117	71852523	71812356	29019	55506	+
4940	chr10	14449288	14450288	14449788	55691	FRMD4A	14438506	14547385	14478574	-28785	100302116	+
5587	chr10	14261017	14262017	14261517	55691	FRMD4A	14211514	14438505	14372866	111348	55691	-
5789	chr10	14337862	14338862	14338362	55691	FRMD4A	14211514	14438505	14372866	34503	55691	-
5452	chr10	14116072	14117072	14116572	55691	FRMD4A	14032266	14211513	14050160	-66411	55691	-
5379	chr10	14447324	14448324	14447824	55691	FRMD4A	14438506	14547385	14478574	-30749	100302116	+
5935	chr10	122814095	122815095	122814595	55717	WDR11	122629119	122944759	122612035	202559	55717	+
5862	chr10	122810910	122811910	122811410	55717	WDR11	122629119	122944759	122612035	199374	55717	+
5813	chr10	122710762	122711762	122711262	55717	WDR11	122629119	122944759	122612035	99226	55717	+
5183	chr10	122755847	122756847	122756347	55717	WDR11	122629119	122944759	122612035	144311	55717	+
5491	chr10	122795468	122796468	122795968	55717	WDR11	122629119	122944759	122612035	183932	55717	+
5219	chr10	122690785	122691785	122691285	55717	WDR11	122629119	122944759	122612035	79249	55717	+
5029	chr10	102642798	102643798	102643298	55719	FAM178A	102590468	102674326	102672325	-29026	55719	+
5914	chr10	102599609	102600609	102600109	55719	FAM178A	102590468	102674326	102672325	-72215	55719	+
5963	chr10	47986909	47987909	47987409	55747	FAM21B	47919169	48055706	47943764	43644	55747	+
5122	chr10	51091566	51092566	51092066	55753	OGDHL	50968590	51108480	50970425	-121640	55753	-
5892	chr10	133647128	133648128	133647628	55844	PPP2R2D	133428973	133750747	133622535	-25092	399827	-
5865	chr10	133580799	133581799	133581299	55844	PPP2R2D	133428973	133750747	133622535	41235	399827	-
