Geneset.Type	Geneset.ID	Description	P.value	FDR	Effect	Odds.Ratio	Status	N.Geneset.Genes	N.Geneset.Peak.Genes	Geneset.Avg.Gene.Length	Geneset.Peak.Genes
Reactome	196819	Vitamin B1 (thiamin) metabolism	0.274203060264056	0.756434801453438	1.30574761828458	3.69044710834195	enriched	4	3	287436.25	10560, 27010, 80704
Gene Ontology Biological Process	GO:0019674	NAD metabolic process	0.274394782130892	0.643117741539244	0.493336081252814	1.63777085298602	enriched	25	12	142577.96	8942, 23498, 2820, 55191, 65220, 10135, 23057, 64802, 3419, 4191, 27231, 83594
Gene Ontology Biological Process	GO:0072593	reactive oxygen species metabolic process	0.274901738623439	0.643559773743233	0.232283772759431	1.26147765103564	enriched	112	52	150923.321428571	57580, 6850, 655, 1906, 7057, 7837, 316, 5366, 596, 8644, 8870, 54541, 137902, 255027, 183, 185, 2176, 7048, 9644, 50508, 337, 948, 1543, 2185, 2950, 3491, 3643, 4688, 5052, 5076, 5580, 5879, 7020, 7173, 29949, 79400, 330, 1026, 1490, 1647, 1816, 3040, 4724, 4780, 5071, 5155, 5880, 6441, 9263, 9588, 10811, 653361
Reactome	392499	Metabolism of proteins	0.27510798933281	0.756434801453438	0.108927166933096	1.11508113260508	enriched	617	233	135276.56726094	6482, 9314, 4121, 3625, 22901, 79875, 2530, 64409, 1603, 6229, 6235, 6902, 7057, 10159, 2650, 6169, 6904, 10418, 11227, 197257, 3488, 3624, 3670, 3799, 4644, 6122, 6483, 7058, 7329, 9804, 26986, 80267, 80731, 338596, 442117, 412, 3479, 3486, 4249, 6484, 7903, 8667, 10564, 10954, 11320, 54536, 55568, 56999, 79053, 79694, 170691, 171019, 290, 590, 1363, 2081, 2626, 2683, 4189, 5279, 7416, 9508, 9695, 9871, 10952, 11095, 29927, 55062, 55757, 60412, 79642, 79644, 81849, 84002, 84620, 118430, 157869, 50, 1803, 1974, 2107, 2590, 2621, 3068, 3623, 3800, 4000, 4583, 4586, 5122, 5203, 6188, 6487, 6727, 6745, 6747, 6804, 6818, 7466, 8128, 8662, 10130, 10331, 10427, 10651, 26085, 26272, 27235, 29071, 51046, 51301, 55294, 55808, 57134, 57188, 60559, 64841, 64924, 81792, 94025, 146712, 170690, 221981, 118, 293, 411, 414, 467, 1215, 1361, 1499, 1522, 1636, 1965, 1968, 1975, 1983, 2155, 2589, 2591, 3309, 3484, 3487, 3489, 3576, 3630, 3646, 3952, 4312, 4582, 4802, 5126, 5201, 5329, 5340, 5372, 5373, 6128, 6133, 6161, 6168, 6224, 6234, 6468, 6489, 6731, 6934, 7184, 7252, 7278, 7458, 7846, 7991, 8237, 8570, 8869, 9091, 9245, 9331, 9334, 9719, 9761, 9945, 10055, 10165, 10452, 10484, 10559, 10610, 10640, 10825, 22872, 23016, 23480, 23556, 25834, 26224, 26234, 26290, 27090, 27230, 30001, 50614, 51227, 51764, 54187, 54437, 54507, 55176, 55770, 55901, 56913, 57171, 58477, 63917, 63971, 79623, 83475, 84790, 90411, 118460, 140838, 168391, 170692, 199857, 200958, 205564, 256435, 285362, 339366, 347733, 374378, 727897
Gene Ontology Biological Process	GO:0008283	cell proliferation	0.275195788014815	0.643875330407348	0.0691714753135024	1.07161994976125	enriched	1404	642	176330.81980057	2625, 7026, 3480, 3280, 5321, 10370, 5583, 9314, 64759, 595, 27086, 2122, 3720, 6256, 7022, 861, 10140, 80139, 868, 6662, 8626, 1601, 2309, 7050, 4488, 5897, 6091, 130497, 678, 949, 2494, 4088, 6926, 8660, 8829, 9231, 2099, 2263, 2290, 5241, 6446, 6469, 9450, 10202, 639, 2013, 2627, 3815, 4781, 6850, 8313, 9423, 10451, 10579, 25805, 129563, 196, 604, 655, 1051, 1906, 1907, 2296, 2355, 2736, 3912, 5796, 6387, 7057, 9759, 23026, 23213, 28996, 367, 685, 688, 694, 858, 863, 2066, 2172, 2697, 3037, 3667, 4254, 4953, 5087, 5154, 5366, 5578, 6755, 9891, 10298, 10771, 23493, 50515, 153090, 596, 653, 659, 928, 1488, 2078, 2321, 2752, 3400, 3488, 3572, 3624, 3670, 4288, 4915, 5468, 5617, 5747, 6422, 7042, 7518, 8324, 10253, 10395, 10468, 23081, 57167, 64919, 80781, 85004, 112399, 102, 132, 284, 301, 412, 563, 652, 857, 944, 957, 1960, 2069, 2248, 2444, 2649, 3479, 3486, 3592, 4041, 4773, 5074, 5174, 5228, 5449, 5613, 5629, 6867, 7052, 7422, 8456, 8644, 8654, 8839, 9564, 10252, 10498, 10818, 11138, 23047, 23308, 23495, 26298, 51176, 51761, 56950, 64083, 79068, 84433, 85453, 160492, 134, 182, 183, 185, 207, 356, 646, 947, 1003, 1018, 1435, 1646, 2059, 2255, 2261, 2495, 2626, 2637, 2683, 2692, 3398, 3688, 3911, 3976, 3988, 4193, 4194, 4609, 4693, 4803, 4825, 5292, 5308, 5345, 5914, 5918, 6299, 6733, 6751, 6899, 7039, 7048, 7128, 8600, 8646, 8763, 8767, 8817, 9180, 9211, 9368, 9536, 9788, 9846, 9915, 10221, 10400, 11095, 11126, 22846, 23405, 23654, 27244, 51196, 54361, 54997, 55122, 80381, 150, 331, 429, 552, 598, 650, 657, 823, 961, 1387, 1397, 1445, 1464, 1487, 1512, 1543, 1803, 1901, 1903, 1908, 1950, 1969, 2001, 2012, 2100, 2185, 2246, 2621, 2691, 2782, 2950, 3068, 3249, 3491, 3559, 3569, 3581, 3614, 3623, 3638, 3643, 3659, 3669, 3683, 3717, 3725, 3726, 3915, 4040, 4067, 4070, 4072, 4208, 4331, 4601, 4683, 4851, 4853, 4883, 4988, 5052, 5076, 5108, 5364, 5376, 5580, 5584, 5727, 5728, 5742, 5743, 5788, 5792, 5795, 5923, 6196, 6277, 6375, 6495, 6497, 6595, 6657, 6664, 6745, 6754, 6788, 6869, 6929, 7020, 7045, 7295, 7356, 7433, 7474, 7483, 7704, 7840, 7857, 8091, 8317, 8462, 8611, 8828, 8848, 8932, 9537, 9833, 10135, 10290, 10519, 10523, 11108, 11236, 23560, 23641, 26136, 27185, 29128, 29923, 30812, 50810, 54440, 54700, 55079, 55198, 55294, 57521, 57678, 65268, 79365, 79400, 84678, 85477, 92304, 113026, 116039, 129685, 340485, 92, 147, 238, 274, 324, 335, 347, 358, 391, 444, 467, 551, 578, 586, 648, 699, 826, 836, 885, 896, 916, 940, 977, 984, 1021, 1026, 1033, 1063, 1133, 1270, 1295, 1396, 1434, 1440, 1482, 1490, 1491, 1499, 1636, 1687, 1717, 1718, 1739, 1741, 1755, 1813, 1877, 1893, 1956, 2006, 2041, 2047, 2060, 2113, 2118, 2152, 2170, 2173, 2218, 2254, 2302, 2307, 2308, 2323, 2487, 2615, 2661, 2670, 2779, 2796, 2925, 3055, 3082, 3091, 3141, 3146, 3162, 3167, 3172, 3195, 3226, 3265, 3356, 3456, 3458, 3487, 3489, 3558, 3570, 3576, 3586, 3630, 3651, 3660, 3685, 3714, 3849, 3952, 3981, 4036, 4233, 4435, 4487, 4665, 4724, 4792, 4824, 4881, 4889, 4948, 5048, 5058, 5155, 5176, 5243, 5245, 5300, 5328, 5340, 5371, 5447, 5467, 5527, 5587, 5588, 5604, 5607, 5610, 5612, 5744, 5745, 5880, 5894, 5908, 5916, 5950, 6303, 6320, 6358, 6441, 6468, 6489, 6659, 6663, 6752, 6772, 6775, 6778, 6794, 6863, 6909, 6910, 6934, 7021, 7027, 7032, 7049, 7060, 7077, 7165, 7251, 7423, 7424, 7428, 7471, 7472, 7481, 7482, 7520, 7813, 7832, 8323, 8493, 8556, 8566, 8621, 8792, 8805, 8850, 8881, 8945, 8975, 9238, 9521, 9837, 9839, 9965, 10076, 10178, 10181, 10216, 10294, 10312, 10344, 10411, 10428, 10460, 10617, 10630, 10766, 10973, 10982, 11285, 22806, 22919, 23401, 23463, 23481, 23648, 26173, 26281, 27085, 27339, 27340, 29127, 30835, 30851, 50514, 51366, 51384, 51450, 51621, 51776, 54962, 54984, 55214, 55331, 55571, 55654, 55704, 55790, 57162, 57448, 57646, 57804, 58490, 58495, 60485, 60675, 63928, 64127, 64146, 65108, 79444, 79923, 83595, 83879, 84376, 85458, 93649, 94241, 143384, 147040, 159296, 219790, 259266, 282991, 653361
pFAM	PF00735	Septin	0.276991372153465	0.672958904158082	0.662143286837424	1.93894359642901	enriched	13	7	115373.769230769	10801, 151011, 5413, 989, 4735, 23157, 55752
Gene Ontology Biological Process	GO:0001945	lymph vessel development	0.277015989017639	0.646659606241336	0.587687589915993	1.79982167385895	enriched	19	12	258362.368421053	7026, 6850, 2296, 659, 5629, 1948, 6899, 57493, 2307, 5784, 10630, 147372
Gene Ontology Biological Process	GO:0010959	regulation of metal ion transport	0.27702471388796	0.646659606241336	0.184058583544553	1.20208624350655	enriched	175	88	188125.822857143	57620, 4638, 153, 6387, 288, 2697, 150094, 596, 776, 4644, 5025, 5027, 7225, 154043, 476, 775, 857, 2847, 4842, 6546, 8911, 10768, 27092, 59285, 81, 134, 183, 816, 845, 1812, 6338, 9368, 23327, 23413, 27347, 54997, 150, 208, 287, 774, 783, 818, 825, 1804, 1950, 2185, 2280, 2621, 4067, 4988, 5743, 6375, 7466, 7779, 10345, 27091, 65268, 84766, 219931, 359, 444, 491, 578, 623, 786, 886, 967, 1482, 1499, 1760, 1813, 1815, 3356, 3685, 3741, 4734, 5155, 5336, 5371, 6550, 6588, 7222, 9456, 10369, 22953, 23566, 57158, 91404
Gene Ontology Biological Process	GO:0001833	inner cell mass cell proliferation	0.277102314621724	0.646659606241336	0.685561339538097	1.98488571770681	enriched	11	6	78569.7272727273	57167, 129685, 1755, 9837, 26173, 27339
Gene Ontology Biological Process	GO:0043901	negative regulation of multi-organism process	0.277194480171356	0.646659606241336	0.501021182920462	1.65040577665034	enriched	25	11	138461.12	4153, 3394, 83737, 948, 3559, 3458, 3586, 3685, 4277, 7097, 64127
Gene Ontology Biological Process	GO:0090136	epithelial cell-cell adhesion	0.277621585036955	0.646784256460737	0.739719164341034	2.09534698370709	enriched	11	7	147792.090909091	144100, 3815, 3728, 1545, 7414, 7060, 57662
Reactome	3000171	Non-integrin membrane-ECM interactions	0.277760551905639	0.756434801453438	0.402029290296387	1.49485511678424	enriched	37	21	295547.540540541	3693, 3912, 6382, 7057, 87, 5154, 5578, 6385, 3655, 3688, 3911, 1756, 3915, 3918, 6383, 3339, 3685, 3910, 3914, 5155, 9672
Gene Ontology Molecular Function	GO:0019902	phosphatase binding	0.278187609793292	0.770349291642261	0.233383746413656	1.26286600665449	enriched	106	53	174597.933962264	5295, 4088, 23026, 153769, 153090, 596, 999, 1000, 54843, 3728, 8165, 9564, 29945, 81846, 1003, 4751, 9368, 9814, 9858, 23139, 63898, 163882, 392617, 1445, 3643, 8178, 8546, 9351, 51778, 65125, 145376, 286262, 1499, 1739, 1741, 1956, 2308, 2690, 4217, 5595, 5609, 7184, 8036, 8724, 9666, 9887, 11215, 22870, 23523, 55291, 81566, 114794, 129285
Reactome	442742	CREB phosphorylation through the activation of Ras	0.278548268155838	0.756434801453438	0.490703325024139	1.63346467262059	enriched	25	16	212958.28	801, 1385, 816, 818, 5170, 5923, 6196, 6197, 673, 815, 2905, 2906, 3265, 5894, 6195, 27330
Gene Ontology Molecular Function	GO:0051393	alpha-actinin binding	0.278642935955612	0.770349291642261	0.741382861033044	2.09883590700282	enriched	12	8	347891.666666667	9223, 23022, 84665, 3688, 64236, 11122, 4892, 171024
Gene Ontology Cellular Component	GO:0060205	cytoplasmic membrane-bounded vesicle lumen	0.278899790724942	0.667464062268916	0.33729667287453	1.40115468667202	enriched	50	26	183825.66	7057, 87, 5154, 2335, 7042, 3479, 7422, 7450, 2, 81, 356, 5265, 5345, 226, 351, 1950, 2621, 2157, 2162, 2243, 3082, 3827, 5155, 5340, 7423, 7424
Gene Ontology Biological Process	GO:0045785	positive regulation of cell adhesion	0.278911098303176	0.648511422692232	0.23668325139095	1.26703972113845	enriched	111	61	235025.306306306	10370, 3169, 4088, 5979, 6850, 10451, 655, 1236, 4092, 5420, 7057, 3037, 5578, 5581, 9780, 2932, 6422, 7042, 7168, 9806, 3592, 6385, 7052, 7422, 51176, 151887, 960, 1435, 3170, 3688, 5345, 8600, 8646, 55083, 101, 948, 961, 2185, 2246, 3491, 3683, 3717, 5795, 7402, 7474, 8613, 57669, 324, 1021, 1295, 2041, 3458, 3685, 8861, 10085, 10272, 10563, 25890, 59339, 79625, 255743
Gene Ontology Biological Process	GO:0030308	negative regulation of cell growth	0.278971915475976	0.648511422692232	0.21180372972345	1.23590528979914	enriched	134	65	184703.940298507	1601, 4088, 8829, 9423, 604, 323, 694, 596, 659, 3624, 5468, 6422, 7042, 85004, 10371, 53335, 79960, 118611, 221937, 183, 2203, 6586, 29948, 81501, 131566, 186, 2100, 2273, 2786, 5795, 6595, 6597, 7143, 7474, 10505, 11108, 84722, 92304, 623, 1026, 1491, 1630, 2258, 2487, 2661, 3172, 4487, 4633, 4881, 5167, 5245, 5371, 5515, 6405, 6585, 6794, 7481, 8408, 9353, 10201, 27296, 54879, 55602, 57142, 84260
Gene Ontology Biological Process	GO:0045137	development of primary sexual characteristics	0.279252976479538	0.648511422692232	0.171980054126086	1.18765414417784	enriched	201	109	250755.432835821	2625, 5321, 8204, 10370, 595, 7022, 6662, 8626, 2309, 130497, 3625, 6926, 10409, 2099, 5241, 6469, 11211, 2627, 3815, 84159, 196, 1907, 2296, 6382, 367, 4254, 8325, 117154, 596, 653, 3624, 3955, 6422, 8321, 8324, 10468, 79956, 2069, 6658, 7422, 8644, 10655, 83943, 156, 183, 190, 658, 2255, 2626, 5914, 6092, 6299, 6586, 8031, 8879, 10046, 51665, 54361, 598, 1586, 2100, 2492, 3623, 4257, 5972, 6874, 7474, 8091, 23205, 25976, 30812, 55636, 344758, 92, 578, 638, 726, 835, 898, 1103, 1499, 1588, 1718, 2254, 2487, 2516, 2535, 2661, 3157, 3293, 3622, 3952, 3975, 4327, 4824, 5950, 6943, 7425, 7482, 8195, 8322, 8323, 9353, 10018, 10272, 23626, 23639, 56311, 157506
Gene Ontology Molecular Function	GO:0005267	potassium channel activity	0.279562242934692	0.770349291642261	0.234652945351154	1.26446985243271	enriched	108	59	278843.759259259	3778, 3775, 27012, 3752, 55151, 3760, 90134, 3747, 8645, 51305, 53828, 3737, 3754, 3777, 7881, 10242, 27345, 80333, 3249, 3738, 3742, 3745, 3749, 3755, 3756, 3767, 3768, 3788, 30819, 343450, 358, 610, 3741, 3743, 3744, 3746, 3753, 3763, 3764, 3766, 3769, 3776, 3782, 3784, 6616, 8514, 9132, 9424, 23416, 23704, 27133, 54207, 56659, 56660, 57582, 60598, 89822, 93107, 169522
Gene Ontology Biological Process	GO:0034142	toll-like receptor 4 signaling pathway	0.27988636939861	0.649587021514685	0.266190096731881	1.3049831081335	enriched	83	41	177099.096385542	6885, 2353, 4214, 5581, 23118, 1848, 1385, 9261, 4205, 5602, 7128, 8767, 1846, 3725, 4067, 4208, 5599, 6196, 6197, 7335, 466, 3551, 3654, 4792, 5595, 5604, 5605, 5606, 5609, 6195, 6416, 7097, 7316, 9252, 9572, 10062, 10333, 57162, 64127, 257397, 353376
KEGG Pathway	path:hsa00604	Glycosphingolipid biosynthesis - ganglioseries	0.279901224437827	0.68870432855097	0.645904400636774	1.90771158488193	enriched	16	9	193962.25	6482, 6483, 81849, 3073, 6489, 8705, 8869, 27090, 256435
Gene Ontology Biological Process	GO:0045577	regulation of B cell differentiation	0.280162988840739	0.649855974689104	0.638052830088884	1.8927917016932	enriched	16	9	177945.3125	639, 6850, 3624, 6422, 84433, 3398, 3623, 939, 22806
Reactome	2468052	Establishment of Sister Chromatid Cohesion	0.28018782898692	0.756434801453438	0.760723462980277	2.1398237439044	enriched	10	6	119748.7	23047, 23063, 8243, 10735, 23244, 114799
Reactome	1482839	Acyl chain remodelling of PE	0.280424611695116	0.756434801453438	0.502654245327174	1.65310319420613	enriched	21	10	162978.523809524	5321, 154141, 8399, 11145, 129642, 283748, 8398, 8605, 79887, 123745
Reactome	186797	Signaling by PDGF	0.28057686013855	0.756434801453438	0.190087489724542	1.20935539919966	enriched	165	86	209578.303030303	79109, 5295, 2309, 3708, 8660, 2263, 115, 3815, 27161, 111, 7057, 685, 2066, 3667, 4254, 5154, 5578, 5581, 801, 2889, 2932, 7058, 1385, 2069, 2248, 5575, 9365, 9564, 10718, 10818, 23035, 107, 156, 207, 1293, 2255, 2261, 3845, 4193, 8817, 208, 1399, 1950, 2246, 2886, 5136, 5170, 5327, 5577, 5580, 5728, 6654, 27327, 108, 112, 114, 940, 1292, 1956, 2254, 2308, 2534, 3265, 3709, 5137, 5155, 5291, 5296, 5340, 5595, 5604, 5605, 5781, 5894, 6199, 6772, 6778, 7060, 9542, 9965, 10000, 23239, 26281, 152831, 196883, 253260
Gene Ontology Biological Process	GO:0033151	V(D)J recombination	0.281115281922934	0.650672818421705	0.765066022114915	2.14913626049253	enriched	12	9	434219.083333333	27086, 5897, 7518, 64919, 51176, 5591, 6929, 3146, 3981
Gene Ontology Biological Process	GO:0090277	positive regulation of peptide hormone secretion	0.281158895320979	0.650672818421705	0.354121495163585	1.42492829786022	enriched	46	23	158844.869565217	8660, 3667, 5581, 3670, 2645, 2692, 4825, 65985, 640, 2691, 25924, 886, 1813, 2695, 2696, 3091, 5950, 6616, 6659, 6934, 7200, 8431, 27230
Gene Ontology Cellular Component	GO:0005759	mitochondrial matrix	0.281343031655905	0.670058524668412	0.15073313233752	1.16268633329187	enriched	272	100	99422.6176470588	10531, 2066, 5166, 54704, 622, 10873, 2908, 4942, 8165, 8801, 51650, 55066, 55168, 64087, 18, 4521, 5161, 7416, 7417, 10105, 51166, 84532, 50, 189, 594, 2235, 3158, 3418, 4705, 5091, 5096, 7978, 8803, 10128, 28977, 51318, 56945, 57570, 80298, 84300, 84693, 84869, 116285, 116447, 348158, 292, 509, 587, 740, 763, 1632, 1666, 1757, 2108, 2232, 2744, 2806, 3030, 3155, 3419, 3712, 4191, 4594, 4704, 4967, 5095, 5163, 5165, 5442, 5888, 6150, 6821, 7019, 7084, 7818, 8050, 10573, 23408, 23409, 27034, 50808, 51023, 54988, 55753, 56652, 57038, 64951, 64963, 64979, 65005, 78988, 79731, 92259, 115416, 123876, 124454, 137872, 152926, 200895, 728294
Gene Ontology Biological Process	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	0.281524280771593	0.651040514078386	0.501549944681912	1.65127867887423	enriched	24	15	259497.75	5295, 7410, 3815, 10451, 1236, 2066, 3667, 2321, 5747, 2261, 2185, 4067, 2268, 5155, 64127
Gene Ontology Biological Process	GO:0035966	response to topologically incorrect protein	0.281639836537991	0.651040514078386	0.215521443217086	1.24050858313276	enriched	131	49	77551.4503816794	595, 5770, 10049, 79094, 64764, 7494, 10808, 80267, 10954, 267, 2081, 3312, 3315, 4189, 9695, 55062, 3068, 3308, 3337, 4000, 6745, 7466, 10130, 79139, 90993, 118, 467, 578, 871, 1491, 1965, 3301, 3306, 3309, 3326, 3458, 3484, 3576, 4780, 5610, 7184, 7873, 22872, 25822, 27230, 30001, 55738, 58477, 440275
Reactome	446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	0.281748774400942	0.756434801453438	0.318034475238836	1.37442364399418	enriched	61	28	180826.606557377	6482, 6483, 338596, 6484, 7903, 79053, 79644, 81849, 84620, 6487, 8128, 51046, 55808, 64841, 5372, 5373, 6489, 8869, 9945, 10559, 10610, 10825, 27090, 54187, 57171, 140838, 199857, 256435
Reactome	212676	Dopamine Neurotransmitter Release Cycle	0.281861669734265	0.756434801453438	0.740871441070615	2.09776279485099	enriched	12	7	234729.25	6804, 10815, 6571, 6616, 6854, 6857, 8224
Gene Ontology Biological Process	GO:0010883	regulation of lipid storage	0.281937776002601	0.651355904680671	0.449380795299176	1.56734137980729	enriched	30	17	210563.8	949, 8399, 5468, 79068, 338, 948, 3569, 29923, 55294, 19, 3685, 4792, 9619, 10062, 10938, 51099, 128486
Gene Ontology Biological Process	GO:0006767	water-soluble vitamin metabolic process	0.282098488522348	0.651355904680671	0.300012977639908	1.34987632567121	enriched	63	28	116206.825396825	29968, 6513, 10560, 55191, 65220, 1528, 2348, 2729, 27249, 2194, 4337, 6947, 10135, 23057, 27010, 60490, 64802, 80704, 4338, 4524, 5167, 6515, 6573, 8566, 8875, 9962, 10243, 60496
Reactome	73772	RNA Polymerase I Promoter Escape	0.282199558640269	0.756434801453438	0.560514955778336	1.75157425137714	enriched	19	8	83692.3684210526	9014, 51082, 4331, 9013, 25885, 54700, 902, 7343
Reactome	196299	Beta-catenin phosphorylation cascade	0.282229032380502	0.756434801453438	0.60743145106722	1.83571022655303	enriched	16	9	134371.5625	2932, 5529, 8312, 1452, 1499, 5515, 5519, 5527, 23401
Biocarta Pathway	BC_312	WNT Signaling Pathway	0.282520789490763	0.901829522596545	0.498624114305098	1.64645437853875	enriched	25	16	248140.32	7088, 6885, 2932, 8321, 4609, 1387, 1487, 8312, 324, 1452, 1499, 5467, 5515, 6927, 7471, 8945
Gene Ontology Molecular Function	GO:0030276	clathrin binding	0.283133715534303	0.775268344112856	0.778479014466593	2.17815679976772	enriched	11	8	241274.636363636	83988, 148281, 3092, 9685, 26119, 92737, 8301, 54812
Gene Ontology Biological Process	GO:0006740	NADPH regeneration	0.283199569393548	0.652370405877249	0.646989580007271	1.90978291781932	enriched	13	6	68193.7692307692	2539, 6888, 7086, 5226, 9563, 22934
Gene Ontology Biological Process	GO:0060113	inner ear receptor cell differentiation	0.283344653158657	0.652370405877249	0.434759133708072	1.54459097424129	enriched	33	20	246143.484848485	3280, 1523, 23493, 25861, 53405, 64072, 182, 4851, 7840, 491, 1687, 2535, 3714, 9497, 26281, 28514, 57216, 84059, 124590, 389207
Gene Ontology Biological Process	GO:0051180	vitamin transport	0.283631030700462	0.652658086011364	0.52276462365892	1.6866842570517	enriched	20	9	77202.8	10560, 2348, 2638, 6947, 8029, 113278, 5950, 6573, 9962
Gene Ontology Biological Process	GO:0006884	cell volume homeostasis	0.283937157360732	0.652990857343254	0.643966183406674	1.9040176064408	enriched	13	6	142211.846153846	3778, 358, 359, 6539, 6560, 10723
Reactome	1296072	Voltage gated Potassium channels	0.283997996026285	0.756434801453438	0.380460543749927	1.46295819056199	enriched	42	25	274530.023809524	27012, 3752, 90134, 3747, 3737, 3754, 7881, 3738, 3742, 3745, 3749, 3755, 3756, 3788, 3741, 3743, 3744, 3746, 3784, 8514, 9132, 23416, 27133, 93107, 169522
Gene Ontology Biological Process	GO:0048565	digestive tract development	0.28425108747852	0.653341186285194	0.249603188059	1.28351600114762	enriched	93	54	224885.516129032	3280, 6256, 8626, 4088, 2263, 6469, 2627, 3815, 5979, 2736, 91461, 2300, 596, 7042, 25803, 116113, 140628, 445, 2255, 2626, 3398, 6299, 23405, 429, 1543, 3158, 4851, 6664, 7474, 57669, 1499, 1956, 2049, 2054, 2254, 2304, 3091, 3576, 3651, 5021, 5125, 5310, 5915, 6663, 6943, 7161, 7481, 25836, 27283, 58495, 60485, 60529, 93649, 159296
Gene Ontology Biological Process	GO:0043269	regulation of ion transport	0.284881080763745	0.653868800486814	0.163738896209414	1.17790671902793	enriched	215	106	192572.43255814	57620, 4638, 153, 1612, 6387, 288, 2697, 150094, 596, 776, 4644, 5025, 5027, 7225, 154043, 476, 775, 857, 2847, 4842, 5174, 6546, 8911, 10768, 27092, 59285, 81, 134, 183, 816, 845, 1812, 6338, 7416, 7417, 9368, 23327, 23413, 27347, 54997, 150, 208, 287, 495, 774, 783, 818, 825, 1804, 1950, 2185, 2280, 2621, 3738, 4067, 4988, 5743, 6375, 7466, 7779, 10345, 27091, 54899, 64924, 65268, 79400, 84766, 219931, 359, 444, 491, 578, 623, 786, 886, 967, 1268, 1393, 1482, 1499, 1742, 1760, 1813, 1815, 3356, 3685, 3741, 3952, 4734, 4735, 5028, 5155, 5336, 5371, 6550, 6588, 7222, 7419, 9456, 10369, 22953, 23566, 50944, 57158, 91404, 149111
